id,abstract,category
81127,"Experimental verification has been the method of choice for verifying the stability of a multi-agent reinforcement learning (MARL) algorithm as the number of agents grows and theoretical analysis becomes prohibitively complex. For cooperative agents, where the ultimate goal is to optimize some global metric, the stability is usually verified by observing the evolution of the global performance metric over time. If the global metric improves and eventually stabilizes, it is considered a reasonable verification of the system's stability.   The main contribution of this note is establishing the need for better experimental frameworks and measures to assess the stability of large-scale adaptive cooperative systems. We show an experimental case study where the stability of the global performance metric can be rather deceiving, hiding an underlying instability in the system that later leads to a significant drop in performance. We then propose an alternative metric that relies on agents' local policies and show, experimentally, that our proposed metric is more effective (than the traditional global performance metric) in exposing the instability of MARL algorithms.",cs
41879,"We consider a class of probability measures $\mu_{s,r}^{\alpha}$ which have explicit Cauchy-Stieltjes transforms. This class includes a symmetric beta distribution, a free Poisson law and some beta distributions as special cases. Also, we identify $\mu_{s,2}^{\alpha}$ as a free compound Poisson law with L\'{e}vy measure a monotone $\alpha$-stable law. This implies the free infinite divisibility of $\mu_{s,2}^{\alpha}$. Moreover, when symmetric or positive, $\mu_{s,2}^{\alpha}$ has a representation as the free multiplication of a free Poisson law and a monotone $\alpha$-stable law. We also investigate the free infinite divisibility of $\mu_{s,r}^{\alpha}$ for $r\neq2$. Special cases include the beta distributions $B(1-\frac{1}{r},1+\frac{1}{r})$ which are freely infinitely divisible if and only if $1\leq r\leq2$.",stat
20385,"The overall design of the Integrated Spectral Analysis Workbench (ISAW), being developed at Argonne, provides for an extensible, highly interactive, collaborating set of viewers for neutron scattering data. Large arbitrary collections of spectra from multiple detectors can be viewed as an image, a scrolled list of individual graphs, or using a 3D representation of the instrument showing the detector positions. Data from an area detector can be displayed using a contour or intensity map as well as an interactive table. Selected spectra can be displayed in tables or on a conventional graph. A unique characteristic of these viewers is their interactivity and coordination. The position ""pointed at"" by the user in one viewer is sent to other viewers of the same DataSet so they can track the position and display relevant information. Specialized viewers for single crystal neutron diffractometers are being developed. A ""proof-of-concept"" viewer that directly displays the 3D reciprocal lattice from a complete series of runs on a single crystal diffractometer has been implemented.",physics
61019,"The local electromagnetic field distribution over the dielectric (SiC) surface illuminated by mid-IR light of frequency close to the lattice resonance was directly mapped with an apertureless scattering near-field optical microscope. Half of the sample surface was covered with a metal layer, in which some small $(0.2-10 \mu m)$ holes were formed. It was found, that due to the eliminating of collective surface polarization effects, the amplitude of the electromagnetic field becomes several times higher over such holes than over infinitely open surface of the same dielectric.",physics
46342,"Huang's Empirical Mode Decomposition (EMD) is an algorithm for analyzing nonstationary data that provides a localized time-frequency representation by decomposing the data into adaptively defined modes. EMD can be used to estimate a signal's instantaneous frequency (IF) but suffers from poor performance in the presence of noise. To produce a meaningful IF, each mode of the decomposition must be nearly monochromatic, a condition that is not guaranteed by the algorithm and fails to be met when the signal is corrupted by noise. In this work, the extraction of modes containing both signal and noise is identified as the cause of poor IF estimation. The specific mechanism by which such ""transition"" modes are extracted is detailed and builds on the observation of Flandrin and Goncalves that EMD acts in a filter bank manner when analyzing pure noise. The mechanism is shown to be dependent on spectral leak between modes and the phase of the underlying signal. These ideas are developed through the use of simple signals and are tested on a synthetic seismic waveform.",physics
65207,"In this paper we prove a residue formula for intersection pairings of reduced spaces of certain quasi-Hamiltonian G-spaces, by constructing the corresponding Hamiltonian G-space. Our argument closely follows the methods of a 1998 paper of the first author and F. Kirwan on intersection numbers in moduli spaces (for G=SU(n)).   For the more general class of compact Lie groups treated by Alekseev, Meinrenken and Woodward, we rely on results of Szenes and Brion-Vergne concerning diagonal bases. Our result is a close analogue of the result of Alekseev-Meinrenken-Woodward.",math
65541,"We analyze the statistical properties of nonparametric regression estimators using covariates which are not directly observable, but have be estimated from data in a preliminary step. These so-called generated covariates appear in numerous applications, including two-stage nonparametric regression, estimation of simultaneous equation models or censored regression models. Yet so far there seems to be no general theory for their impact on the final estimator's statistical properties. Our paper provides such results. We derive a stochastic expansion that characterizes the influence of the generation step on the final estimator, and use it to derive rates of consistency and asymptotic distributions accounting for the presence of generated covariates.",stat
30621,"For a real number $q>1$ and a positive integer $m$, let $Y_m(q):={\sum_{i=0}^n\epsilon_i q^i:\; \epsilon_i\in \{0, \pm 1,..., \pm m\}, n=0, 1,...}.$ In this paper, we show that $Y_m(q)$ is dense in $\R$ if and only if $q<m+1$ and $q$ is not a Pisot number. This completes several previous results and answers an open question raised by Erd\""{o}s, Jo\'{o} and Komornik.",math
51591,"Face recognition (FR) is an important task in pattern recognition and computer vision. Sparse representation (SR) has been demonstrated to be a powerful framework for FR. In general, an SR algorithm treats each face in a training dataset as a basis function, and tries to find a sparse representation of a test face under these basis functions. The sparse representation coefficients then provide a recognition hint. Early SR algorithms are based on a basic sparse model. Recently, it has been found that algorithms based on a block sparse model can achieve better recognition rates. Based on this model, in this study we use block sparse Bayesian learning (BSBL) to find a sparse representation of a test face for recognition. BSBL is a recently proposed framework, which has many advantages over existing block-sparse-model based algorithms. Experimental results on the Extended Yale B, the AR and the CMU PIE face databases show that using BSBL can achieve better recognition rates and higher robustness than state-of-the-art algorithms in most cases.",cs
63943,"We provide a simple physical proof of the reciprocity theorem of classical electrodynamics in the general case of material media that contain linearly polarizable as well as linearly magnetizable substances. The excitation source is taken to be a point-dipole, either electric or magnetic, and the monitored field at the observation point can be electric or magnetic, regardless of the nature of the source dipole. The electric and magnetic susceptibility tensors of the material system may vary from point to point in space, but they cannot be functions of time. In the case of spatially non-dispersive media, the only other constraint on the local susceptibility tensors is that they be symmetric at each and every point. The proof is readily extended to media that exhibit spatial dispersion: For reciprocity to hold, the electric susceptibility tensor Chi_E_mn that relates the complex-valued magnitude of the electric dipole at location r_m to the strength of the electric field at r_n must be the transpose of Chi_E_nm. Similarly, the necessary and sufficient condition for the magnetic susceptibility tensor is Chi_M_mn = Chi^T_M_nm.",physics
49310,"In this paper the existence of the Higgs field is taken as an undeniable starting point. However, the origin of the field is challenged. Rather than ascribing the origin of it to a yet undiscovered phantom particle, the origin is ascribed directly to electromagnetic energy, in particular as magnetic charge next to electric charge of elementary pointlike particles. To this end two instruments are used. The first one is the transform of the Higgs field from a functional description into a spatial description, without changing the basic properties. The other instrument is the concept of the magnetic monopole, as introduced by Dirac. The two instruments appear to fit well together. The results of all of this is that electromagnetic energy on its own is the source of all mass. It implies that the search after the Higgs particle will remain fruitless. No other equations, apart from Maxwell's Equations and Dirac's Equation are required to express the fundamentals of quantum waves and quantum fields, which makes the disputed Klein Gordon Equation obsolete. The theory reveals an algorithm to explain the ratios between the lepton masses. In that sense the theory shows a predictive element, while grosso modo, as shown, no derogation is done to the results and instruments of canonic theory.",physics
7725,"From a global series for the alternating zeta function, we derive an infinite product for pi that resembles the product for $e^\gamma$ ($\gamma$ is Euler's constant) in math.CA/0306008. (An alternate derivation accelerates Wallis's product by Euler's transformation.) We account for the resemblance via an analytic continuation of the polylogarithm. An application is a 1-dim. analog for ln(pi/2) of the 2-dim. integrals for ln(4/pi) and $\gamma$ in math.CA/0211148.",math
55862,"A major part of debugging, testing, and analyzing a complex software system is understanding what is happening within the system at run-time. Some developers advocate running within a debugger to better understand the system at this level. Others embed logging statements, even in the form of hard-coded calls to print functions, throughout the code. These techniques are all general, rough forms of what we call system monitoring, and, while they have limited usefulness in simple, sequential systems, they are nearly useless in complex, concurrent ones. We propose a set of new mechanisms, collectively known as a monitoring system, for understanding such complex systems, and we describe an example implementation of such a system, called IDebug, for the Java programming language.",cs
2685,"Multi- and many-core processors are becoming increasingly popular in embedded systems. Many of these processors now feature hardware virtualization capabilities, such as the ARM Cortex A15, and x86 processors with Intel VT-x or AMD-V support. Hardware virtualization offers opportunities to partition physical resources, including processor cores, memory and I/O devices amongst guest virtual machines. Mixed criticality systems and services can then co-exist on the same platform in separate virtual machines. However, traditional virtual machine systems are too expensive because of the costs of trapping into hypervisors to multiplex and manage machine physical resources on behalf of separate guests. For example, hypervisors are needed to schedule separate VMs on physical processor cores. In this paper, we discuss the design of the Quest-V separation kernel, that partitions services of different criticalities in separate virtual machines, or sandboxes. Each sandbox encapsulates a subset of machine physical resources that it manages without requiring intervention of a hypervisor. Moreover, a hypervisor is not needed for normal operation, except to bootstrap the system and establish communication channels between sandboxes.",cs
16084,"Let $Ay=f$, $A$ is a linear operator in a Hilbert space $H$, $y\perp N(A):=\{u:Au=0\}$, $R(A):=\{h:h=Au,u\in D(A)\}$ is not closed, $\|f_\delta-f\|\leq\delta$. Given $f_\delta$, one wants to construct $u_\delta$ such that $\lim_{\delta\to 0}\|u_\delta-y\|=0$. A version of the DSM (dynamical systems method) for finding $u_\delta$ consists of solving the problem \bee   \dotu_\delta(t)=-u_\delta(t)+T^{-1}_{a(t)} A^\ast f_\delta, \quad u(0)=u_0, \eqno{(\ast)}\eee where $T:=A^\ast A$, $T_a:=T+aI$, and $a=a(t)>0$, $a(t)\searrow 0$ as $t\to\infty$ is suitably chosen. It is proved that $u_\delta:=u_\delta(t_\delta)$ has the property $\lim_{\delta\to 0}\|u_\delta-y\|=0$. Here the stopping time $t_\delta$ is defined by the discrepancy principle: \bee   \eqno{(\ast\ast)}\eee $c\in(1,2)$ is a constant. Equation $(\ast)$ defines $t_\delta$ uniquely and $\lim_{\delta\to 0}t_\delta=\infty$. Another version of the discrepancy principle is also proved in this paper.",math
77733,"In this paper we present a theory of vessels and its application to the classical inverse scattering of the Sturm-Liouville differential equation. The classical inverse scattering theory, including all its ingredients: Jost solutions, the Gelfand-Levitan equation, the tau function, corresponds to regular vessels, defined by bounded operators. A contribution of this work is the construction of models of vessels corresponding to unbounded operators, which is a first step for the inverse scattering for a wider class of potentials.   A detailed research of Jost solutions and the corresponding vessel is presented for the unbounded Sturm-Liouville case. Models of vessels on curves, corresponding to unbounded operators are presented as a tool to study Linear Differential equations of finite order with a spectral parameter and as examples, we show how the family of Non Linear Schrodinger equations and Canonical Systems arise.",math
22127,"The space $\Omega(G)$ of all based loops in a compact semisimple simply connected Lie group $G$ has an action of the maximal torus $T\subset G$ (by pointwise conjugation) and of the circle $S^1$ (by rotation of loops). Let $\mu : \Omega(G)\to (\t\times i\mathbb{R})^*$ be a moment map of the resulting $T\times S^1$ action. We show that all levels (that is, pre-images of points) of $\mu$ are connected subspaces of $\Omega(G)$ (or empty). The result holds if in the definition of $\Omega(G)$ loops are of class $C^{\infty}$ or of any Sobolev class $H^s$, with $s\ge 1$ (for loops of class $H^1$, connectedness of regular levels has been proved by Harada, Holm, Jeffrey, and the author).",math
64244,"Let f be a dominant meromorphic self-map on a projective manifold X which preserves a meromorphic fibration pi: X --> Y of X over a projective manifold Y. We establish formulas relating the dynamical degrees of f, the dynamical degrees of f relative to the fibration and the dynamical degrees of the self-map g on Y induced by f. Applications are given.",math
22853,"As increasing amounts of sensitive personal information is aggregated into data repositories, it has become important to develop mechanisms for processing the data without revealing information about individual data instances. The differential privacy model provides a framework for the development and theoretical analysis of such mechanisms. In this paper, we propose an algorithm for learning a discriminatively trained multi-class Gaussian classifier that satisfies differential privacy using a large margin loss function with a perturbed regularization term. We present a theoretical upper bound on the excess risk of the classifier introduced by the perturbation.",cs
20627,"In this paper we study differentiability properties of the map $T\mapsto\phi(T)$, where $\phi$ is a given function in the disk-algebra and $T$ ranges over the set of contractions on Hilbert space. We obtain sharp conditions (in terms of Besov spaces) for differentiability and existence of higher derivatives. We also find explicit formulae for directional derivatives (and higher derivatives) in terms of double (and multiple) operator integrals with respect to semi-spectral measures.",math
54746,"This study presents a method to discover an outbreak of an infectious disease in a region for which data are missing, but which is at work as a disease spreader. Node discovery for the spread of an infectious disease is defined as discriminating between the nodes which are neighboring to a missing disease spreader node, and the rest, given a dataset on the number of cases. The spread is described by stochastic differential equations. A perturbation theory quantifies the impact of the missing spreader on the moments of the number of cases. Statistical discriminators examine the mid-body or tail-ends of the probability density function, and search for the disturbance from the missing spreader. They are tested with computationally synthesized datasets, and applied to the SARS outbreak and flu pandemic.",physics
8690,We report on the development of a sapphire cryogenic microwave resonator oscillator long-term fractional frequency stability of 2x10^-17Sqrt[\tau] for integration times \tau>10^3 s and negative drift of about 2.2x10^-15/day. The short-term frequency instability of the oscillator is highly reproducible and also state-of-the-art: 5.6x10^-16 for an integration time of \tau ~ 20 s.,physics
17293,"A candidate for a consistent steady state thermodynamics is constructed for a radiation field in vacuum sandwiched by two black bodies of different temperatures. Because of the collisionless nature of photons, a steady state of a radiation field is completely determined by the temperatures of the two black bodies. Then the zeroth, first, second and third laws can be extended to steady states, where the idea of local steady states plays an important role for the system whose geometrical shape is anisotropic and inhomogeneous. The thermodynamic formalism presented in this paper does not include an energy flux as a state variable. This is consistent with the notable conclusion by ""C. Essex, Adv. Thermodyn. 3 (1990) 435; Planet. Space. Sci. 32 (1984) 1035"" that, contrary to the success in the irreversible thermodynamics for dissipative systems, a nonequilibrium radiation field does not obey the bilinear formalism of the entropy production rate using an energy flux and its conjugate force. Though the formalism given in this paper may be unique to a radiation field, a nonequilibrium order parameter of steady states of a radiation field is explicitly defined. This order parameter denotes that the geometrical shape of the system determines how a steady state is far from an equilibrium. The higher the geometrical symmetry is, the more distant the steady state is.",physics
58291,"We propose a sampling scheme suitable for reducing a data set prior to selecting a hypothesis with minimum empirical risk. The sampling only considers a subset of the ultimate (unknown) hypothesis set, but can nonetheless guarantee that the final excess risk will compare favorably with utilizing the entire original data set. We demonstrate the practical benefits of our approach on a large dataset which we subsample and subsequently fit with boosted trees.",stat
66178,"We develop a general framework for the specification and implementation of systems whose executions are words, or partial orders, over an infinite alphabet. As a model of an implementation, we introduce class register automata, a one-way automata model over words with multiple data values. Our model combines register automata and class memory automata. It has natural interpretations. In particular, it captures communicating automata with an unbounded number of processes, whose semantics can be described as a set of (dynamic) message sequence charts. On the specification side, we provide a local existential monadic second-order logic that does not impose any restriction on the number of variables. We study the realizability problem and show that every formula from that logic can be effectively, and in elementary time, translated into an equivalent class register automaton.",cs
21158,"The generalized varying coefficient partially linear model with growing number of predictors arises in many contemporary scientific endeavor. In this paper we set foot on both theoretical and practical sides of profile likelihood estimation and inference. When the number of parameters grows with sample size, the existence and asymptotic normality of the profile likelihood estimator are established under some regularity conditions. Profile likelihood ratio inference for the growing number of parameters is proposed and Wilk's phenomenon is demonstrated. A new algorithm, called the accelerated profile-kernel algorithm, for computing profile-kernel estimator is proposed and investigated. Simulation studies show that the resulting estimates are as efficient as the fully iterative profile-kernel estimates. For moderate sample sizes, our proposed procedure saves much computational time over the fully iterative profile-kernel one and gives stabler estimates. A set of real data is analyzed using our proposed algorithm.",stat
24684,"Nowadays, decisional systems have became a significant research topic in databases. Data warehouses and data marts are the main elements of such systems. This paper presents our decisional support system. We present graphical interfaces which help the administrator to build data warehouses and data marts. We present a data warehouse building interface based on an object-oriented conceptual model. This model allows the warehouse data historisation at three levels: attribute, class and environment. Also, we present a data mart building interface which allows warehouse data to be reorganised through a multidimensional object-oriented model.",cs
65178,"We address the problem of finding nice labellings for event structures of degree 3. We develop a minimum theory by which we prove that the labelling number of an event structure of degree 3 is bounded by a linear function of the height. The main theorem we present in this paper states that event structures of degree 3 whose causality order is a tree have a nice labelling with 3 colors. Finally, we exemplify how to use this theorem to construct upper bounds for the labelling number of other event structures of degree 3.",cs
52698,A local strict comparison theorem and some converse comparison theorems are proved for reflected backward stochastic differential equations under suitable conditions.,math
71276,"Peer production projects such as Wikipedia or open-source software development allow volunteers to collectively create knowledge based products. The inclusive nature of such projects poses difficult challenges for ensuring trustworthiness and combating vandalism. Prior studies in the area deal with descriptive aspects of peer production, failing to capture the idea that while contributors collaborate, they also compete for status in the community and for imposing their views on the product. In this paper we investigate collaborative authoring in Wikipedia where contributors append and overwrite previous contributions to a page. We assume that a contributors goal is to maximize ownership of content sections such that content owned (or originated) by her survived the most recent revision of the page. We model contributors interactions to increase their content ownership as a noncooperative game where a players utility is associated with content owned and cost is a function of effort expended. Our results capture several real life aspects of contributors interactions within peer production projects. We show that at the Nash equilibrium there is an inverse relationship between the effort required to make a contribution and the survival of a contributors content. In other words majority of the content that survives is necessarily contributed by experts who expend relatively less effort than non experts. An empirical analysis of Wikipedia articles provides support for our models predictions. Implications for research and practice are discussed in the context of trustworthy collaboration as well as vandalism.",cs
42094,"Solving efficiently complex problems using metaheuristics, and in particular local searches, requires incorporating knowledge about the problem to solve. In this paper, the permutation flowshop problem is studied. It is well known that in such problems, several solutions may have the same fitness value. As this neutrality property is an important one, it should be taken into account during the design of optimization methods. Then in the context of the permutation flowshop, a deep landscape analysis focused on the neutrality property is driven and propositions on the way to use this neutrality to guide efficiently the search are given.",cs
18219,"We give an algebraic description of the structure of the analytic universal cover of a complex abelian variety which suffices to determine the structure up to isomorphism. More generally, we classify the models of theories of ""universal covers"" of rigid divisible commutative finite Morley rank groups.",math
22041,"In this note, we generalize the results of arXiv:0901.2703v1 We show that all one-way quantum finite automaton (QFA) models that are at least as general as Kondacs-Watrous QFA's are equivalent in power to classical probabilistic finite automata in this setting. Unlike their probabilistic counterparts, allowing the tape head to stay put for some steps during its traversal of the input does enlarge the class of languages recognized by such QFA's with unbounded error. (Note that, the proof of Theorem 1 in the abstract was presented in the previous version (arXiv:0901.2703v1).)",cs
62670,Let $\alpha$ be an approximately inner flow on a $C^*$ algebra $A$ with generator $\delta$ and let $\delta_n$ denote the bounded generators of the approximating flows $\alpha^{(n)}$. We analyze the structure of the set   \cd=\{x\in D(\delta): \lim_{n\to\infty}\delta_n(x)=\delta(x)\} of pointwise convergence of the generators. In particular we examine the relationship of $\cd$ and various cores related to spectral subspaces.,math
66585,"Voting is a general method for aggregating the preferences of multiple agents. Each agent ranks all the possible alternatives, and based on this, an aggregate ranking of the alternatives (or at least a winning alternative) is produced. However, when there are many alternatives, it is impractical to simply ask agents to report their complete preferences. Rather, the agents preferences, or at least the relevant parts thereof, need to be elicited. This is done by asking the agents a (hopefully small) number of simple queries about their preferences, such as comparison queries, which ask an agent to compare two of the alternatives. Prior work on preference elicitation in voting has focused on the case of unrestricted preferences. It has been shown that in this setting, it is sometimes necessary to ask each agent (almost) as many queries as would be required to determine an arbitrary ranking of the alternatives. In contrast, in this paper, we focus on single-peaked preferences. We show that such preferences can be elicited using only a linear number of comparison queries, if either the order with respect to which preferences are single-peaked is known, or at least one other agents complete preferences are known. We show that using a sublinear number of queries does not suffice. We also consider the case of cardinally single-peaked preferences. For this case, we show that if the alternatives cardinal positions are known, then an agents preferences can be elicited using only a logarithmic number of queries; however, we also show that if the cardinal positions are not known, then a sublinear number of queries does not suffice. We present experimental results for all elicitation algorithms. We also consider the problem of only eliciting enough information to determine the aggregate ranking, and show that even for this more modest objective, a sublinear number of queries per agent does not suffice for known ordinal or unknown cardinal positions. Finally, we discuss whether and how these techniques can be applied when preferences are almost single-peaked.",cs
13879,"In the last decade, the problem of characterizing the normability of the weighted Lorentz spaces has been completely solved (\cite{Sa}, \cite{CaSoA}). However, the question for multidimensional Lorentz spaces is still open. In this paper, we consider weights of product type, and give necessary and sufficient conditions for the Lorentz spaces, defined with respect to the two-dimensional decreasing rearrangement, to be normable. To this end, it is also useful to study the mixed norm Lorentz spaces. Finally, we prove embeddings between all the classical, multidimensional, and mixed norm Lorentz spaces.",math
44953,"Let P be the direct product of countably many copies of the additive group Z of integers. We study, from a set-theoretic point of view, those subgroups of P for which all homomorphisms to Z annihilate all but finitely many of the standard unit vectors. Specifically, we relate the smallest possible size of such a subgroup to several of the standard cardinal characteristics of the continuum. We also study some related properties and cardinals, both group-theoretic and set-theoretic. One of the set-theoretic properties and the associated cardinal are combinatorially natural, independently of any connection with algebra.",math
4413,"This paper presents results about fabrication and operation of electrostatic actuators in liquids with various permittivities. In the static mode, we provide experimental and theoretical demonstration that the pull-in effect can be shifted beyond one third of the initial gap and even be eliminated when electrostatic actuators are operated in liquids. This should benefit to applications in microfluidics requiring either binary state actuation (e.g. pumps, valves) or continuous displacements over the whole gap (e.g. microtweezers). In dynamic mode, actuators like micro-cantilevers present a great interest for Atomic Force Microscopy (AFM) in liquids. As this application requires a good understanding of the cantilever resonance frequency and Q-factor, an analytical modeling in liquid environment has been established. The theoretically derived curves are validated by experimental results using a nitride encapsulated cantilever with integrated electrostatic actuation. Electrode potential screening and undesirable electrochemistry in dielectric liquids are counteracted using AC-voltages. Both experimental and theoretical results should prove useful in micro-cantilever design for AFM in liquids.",cs
25994,"We study the shearing rheology of dense suspensions of elastic capsules, taking aggregation-free red blood cells as a physiologically relevant example. Particles are non-Brownian and interact only via hydrodynamics and short-range repulsive forces. An analysis of the different stress mechanisms in the suspension shows that the viscosity is governed by the shear elasticity of the capsules, whereas the repulsive forces are subdominant. Evidence for a dynamic yield stress above a critical volume fraction is provided and related to the elastic properties of the capsules. The shear stress is found to follow a critical jamming scenario and is rather insensitive to the tumbling-to-tank-treading transition. The particle pressure and normal stress differences display some sensitivity to the dynamical state of the cells and exhibit a characteristic scaling, following the behavior of a single particle, in the tank-treading regime. The behavior of the viscosity in the fluid phase is rationalized in terms of effective medium models. Furthermore, the role of confinement effects, which increase the overall magnitude and enhance the shear-thinning of the viscosity, is discussed.",physics
27998,"We present an Avoidance Principle for certain graded rings. As an application we fill a gap in the proof of a result by Brodmann, Rohrer and Sazeedeh about the antipolynomiality of the Hilbert-Samuel multiplicity of the graded components of the local cohomology modules of a finitely generated module over a Noetherian homogeneous ring with two-dimensional local base ring.",math
56248,"Language is contextual and sheaf theory provides a high level mathematical framework to model contextuality. We show how sheaf theory can model the contextual nature of natural language and how gluing can be used to provide a global semantics for a discourse by putting together the local logical semantics of each sentence within the discourse. We introduce a presheaf structure corresponding to a basic form of Discourse Representation Structures. Within this setting, we formulate a notion of semantic unification --- gluing meanings of parts of a discourse into a coherent whole --- as a form of sheaf-theoretic gluing. We illustrate this idea with a number of examples where it can used to represent resolutions of anaphoric references. We also discuss multivalued gluing, described using a distributions functor, which can be used to represent situations where multiple gluings are possible, and where we may need to rank them using quantitative measures.   Dedicated to Jim Lambek on the occasion of his 90th birthday.",cs
34294,This paper studies the problem of having mobile robots in a multi-robot system maintain an estimate of the relative position and relative orientation of near-by robots in the environment. This problem is studied in the context of large swarms of simple robots which are capable of measuring only the distance to near-by robots.   We present two distributed localization algorithms with different trade-offs between their computational complexity and their coordination requirements. The first algorithm does not require the robots to coordinate their motion. It relies on a non-linear least squares based strategy to allow robots to compute the relative pose of near-by robots. The second algorithm borrows tools from distributed computing theory to coordinate which robots must remain stationary and which robots are allowed to move. This coordination allows the robots to use standard trilateration techniques to compute the relative pose of near-by robots. Both algorithms are analyzed theoretically and validated through simulations.,cs
9214,"In this paper we introduce the concept of Brain-Computer Interface (BCI) inhibitor, which is meant to standby the BCI until the user is ready, in order to improve the overall performance and usability of the system. BCI inhibitor can be defined as a system that monitors user's state and inhibits BCI interaction until specific requirements (e.g. brain activity pattern, user attention level) are met. In this pilot study, a hybrid BCI is designed and composed of a classic synchronous BCI system based on motor imagery and a BCI inhibitor. The BCI inhibitor initiates the control period of the BCI when requirements in terms of brain activity are reached (i.e. stability in the beta band). Preliminary results with four participants suggest that BCI inhibitor system can improve BCI performance.",cs
69979,"We develop a theoretical model of triply-resonant optical parametric oscillators (OPOs) based on degenerate four-wave mixing (FWM) that includes physics and degrees of freedom relevant to microphotonic (on-chip) device implementations, including nonlinear loss, a general resonant mode field structure, and mode-selective coupling to external ports. The coupled mode theory model addresses the effect of two-photon absorption and free-carrier absorption on parametric gain and oscillation thresholds, and ultimately on the optimum design for an OPO. The model goes beyond a typical free-space cavity configuration by incorporating a full modal analysis that admits distributed modes with non-uniform field distribution, relevant to photonic microcavity systems on chip. This leads to a generalization of the concept of nonlinear figure of merit (NFOM) to a vector of coefficients. In addition, by considering unconstrained signal, pump and idler resonance coupling strengths to excitation ports, not usually available in simple cavity geometry, we show that the efficiency-maximizing design will have unequal external Q for the three resonances. We arrive at generalized formulas for OPO oscillation threshold that include nonlinear absorption and free carrier lifetime, and provide a normalized solution to the design problem in the presence of nonlinear loss in terms of optimum choice of coupling. Based on the results, we suggest a family of coupled-cavity systems to implement optimum FWM, where control of resonant wavelengths can be separated from optimizing nonlinear conversion efficiency, and where furthermore pump, signal, and idler coupling to bus waveguides can be controlled independently, using interferometric cavity supermode coupling as an example. Using the generalized NFOM, we address the efficiency of single and multi-cavity geometry, as well as standing and traveling wave excitation.",physics
6370,"This paper studies regularity property of the value function for an infinite-horizon discounted cost impulse control problem, where the underlying controlled process is a multidimensional jump diffusion with possibly `infinite-activity' jumps. Surprisingly, despite these jumps, we obtain the same degree of regularity as for the diffusion case, at least when the jump satisfies certain integrability conditions.",math
73238,"Given a Hopf algebra H and an H-module algebra A, we explicitly describe the Arens-Michael envelope of the smash product A#H in terms of the Arens-Michael envelope of H and a certain completion of A. We also give an example (Manin's quantum plane) showing that the result fails for non-Hopf bialgebras.",math
86108,"Geometric programming problems occur frequently in engineering design and management. In multiobjective optimization, the trade-off information between different objective functions is probably the most important piece of information in a solution process to reach the most preferred solution. In this paper we have discussed the basic concepts and principles of multiple objective optimization problems and developed a solution procedure to solve this optimization problem where the cost coefficients are continuous functions using weighted method to obtain the non-inferior solutions.",cs
79118,"We present a prototypical linear algebra compiler that automatically exploits domain-specific knowledge to generate high-performance algorithms. The input to the compiler is a target equation together with knowledge of both the structure of the problem and the properties of the operands. The output is a variety of high-performance algorithms, and the corresponding source code, to solve the target equation. Our approach consists in the decomposition of the input equation into a sequence of library-supported kernels. Since in general such a decomposition is not unique, our compiler returns not one but a number of algorithms. The potential of the compiler is shown by means of its application to a challenging equation arising within the genome-wide association study. As a result, the compiler produces multiple ""best"" algorithms that outperform the best existing libraries.",cs
23708,"We report full-dimensionality quantum and classical calculations for double ionization of laser-driven helium at 390 nm. Good qualitative agreement is observed. We show that the classical double ionization trajectories can be divided into two distinct pathways: direct and delayed. The direct pathway, with an almost simultaneous ejection of both electrons, emerges from small laser intensities. With increasing intensity its relative importance, compared to the delayed ionization pathway, increases until it becomes the predominant pathway for total electron escape energy below around 5.25 $U_{p}$. However the delayed pathway is the predominant one for double ionization above a certain cut-off energy at all laser intensities.",physics
79174,"Lie group theory states that knowledge of a $m$-parameters solvable group of symmetries of a system of ordinary differential equations allows to reduce by $m$ the number of equations. We apply this principle by finding some \emph{affine derivations} that induces \emph{expanded} Lie point symmetries of considered system. By rewriting original problem in an invariant coordinates set for these symmetries, we \emph{reduce} the number of involved parameters. We present an algorithm based on this standpoint whose arithmetic complexity is \emph{quasi-polynomial} in input's size.",cs
342,The success of an agent mediated e-market system lies in the underlying reputation management system to improve the quality of services in an information asymmetric e-market. Reputation provides an operatable metric for establishing trustworthiness between mutually unknown online entities. Reputation systems encourage honest behaviour and discourage malicious behaviour of participating agents in the e-market. A dynamic reputation model would provide virtually instantaneous knowledge about the changing e-market environment and would utilise Internets' capacity for continuous interactivity for reputation computation. This paper proposes a dynamic reputation framework using reinforcement learning and fuzzy set theory that ensures judicious use of information sharing for inter-agent cooperation. This framework is sensitive to the changing parameters of e-market like the value of transaction and the varying experience of agents with the purpose of improving inbuilt defense mechanism of the reputation system against various attacks so that e-market reaches an equilibrium state and dishonest agents are weeded out of the market.,cs
36010,"Scaling feature values is an important step in numerous machine learning tasks. Different features can have different value ranges and some form of a feature scaling is often required in order to learn an accurate classifier. However, feature scaling is conducted as a preprocessing task prior to learning. This is problematic in an online setting because of two reasons. First, it might not be possible to accurately determine the value range of a feature at the initial stages of learning when we have observed only a few number of training instances. Second, the distribution of data can change over the time, which render obsolete any feature scaling that we perform in a pre-processing step. We propose a simple but an effective method to dynamically scale features at train time, thereby quickly adapting to any changes in the data stream. We compare the proposed dynamic feature scaling method against more complex methods for estimating scaling parameters using several benchmark datasets for binary classification. Our proposed feature scaling method consistently outperforms more complex methods on all of the benchmark datasets and improves classification accuracy of a state-of-the-art online binary classifier algorithm.",stat
